SEQ_NO,ISBN_THIRTEEN_NO,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM
312415,9788989711124,한자능력검정시험:2급(3급 포함),한자능력검정시험연구원 편저,고시연구원,2004[실은 20,http://image.aladin.co.kr/product/29/15/cover/8989711126_1.gif,국가 공인을 받은 이후 한자 능력검정시험의 응시자가 폭발적으로 늘어나고 있다 한자 교육의 중요성이 다시금 부각되고 있기 때문이다 그러나 정작 시험을 준비하기 위해서 어떠한 책을 봐야 할지 막막할 때가 많다 엑스 파일에서 나온 이 책은  방송교재로써 벌써 몇 년째 독자들의 폭팔적인 사랑을 받고 ,711.47
313361,9788974321116,콜센터 시스템,황태철 저,신광문화사,2004[실은 20,http://image.aladin.co.kr/product/44/82/cover/8974321114_1.gif,여러 콜센터를 구축하고 방문하면서 운영자와 개발자들이 궁금했던 내용을 장비별로 설명해서 콜센터를 구축하려고 계획 중인 담당자나 이미 콜센터를 운영하고 있지만 콜선터 시스템에 대한 이해도가 낮은 담당자들이 콜센터 시스템을 쉽게 이해할 수 있도록 하였다,326.162
313362,9788941426707,(2차)부동산공법부동산공법,박문각 부설 부동산교육연구소 편저,박문각,2004[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/395/00139585.jpg?type=m1&udate=20130629,년 공인중개사 차 시험대비 부동산 공법 수험서 부동산 공법의 체계적 이해를 위한 구성과 해설 및 실전능력기르기 문제 수록,363.64
313363,9788941426684,(1차)민법 및 민사특별법부동산공시에 관한 법령,박문각 부설 부동산교육연구소 편저,박문각,2004[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/395/00139583.jpg?type=m1&udate=20130629,년도 시행 공인중개사 차 시험 대비 민법 및 민사특별법 수험서 별책부록으로 소법전을 포함하였다,365.0
313367,9788941430155,(7급 공통 Techspa)물리학개론,행정고시학원 편,박문각,2004[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/587/00158751.jpg?type=m1&udate=20060721,이 책의구성과 특징 제차 교육 과정에 의거 새롭게 개편되는 내용에 따라서 공무원 시험에 맞게 구성하였다 지금까지 시행된 행자부급 기술직은 물론 기술 고등고시의 기출문제를 실어 어느직종의 교재로도 사용이가능하도록 하였다 실제 문제와 난이도가 비슷한 문제만을 정선하여 적중예상문제로 ,420.0
313378,9788941443599,(교대편입)논술,권지수 편저,박문각,2004[실은 20,http://image.aladin.co.kr/product/45/12/cover/8941443598_1.jpg,교대편입 대비 논술 수험서 교대편입 논술과 관련 합격에 중요한 길잡이 역할을 해왔던 기본적인 내용들은 물론 최근 논의되는 내용들까지 총망라해 수록하였다,802.066
313389,9788941426738,(2차)부동산세법,박문각 부설 부동산교육연구소 편저,박문각,2004[실은 20,https://bookthumb-phinf.pstatic.net/cover/001/395/00139588.jpg?type=m1&udate=20100111,시험과 관계없는 부분에 대한 많은 설명은 오히려 학습효과를 반감시키고 너무 내용이 빈약한 것은 이해를 어렵게 하기가 쉽다 따라서 이 책은 조세의 흐름과 내용을 이해할 수 있도록 체계화하고 적절한 해설과 도표 필요없는 부분의 삭제를 통해 학습효과를 극대화할 수,329.432
314535,9788955071610,(기출문제집)숭실대학교:대학편입영어 기출문제분석,구동현 외편저,서원각,2004[실은 20,http://image.aladin.co.kr/product/43/59/cover/8955071612_1.gif,숭실대학교 대학편입영어 기출문제분석집,740.77
314595,9788955071627,(기출문제집)아주대학교:대학편입영어 기출문제분석,구동현 외편저,서원각,2004[실은 20,http://image.aladin.co.kr/product/43/64/cover/8955071620_1.gif,대학편입영어 출제경향에 따른 핵심이론을 정리하고 최근 출제된 대학편입 영어시험 기출문제를 수록하였다 그리고 매 문제별 상세한 분석과 해설을 달았다,740.77
314602,9788955071634,(기출문제집)한양대학교:대학편입영어 기출문제분석,구동현 외편저,서원각,2004[실은 20,https://bookthumb-phinf.pstatic.net/cover/002/767/00276753.jpg?type=m1&udate=20060428, 대학편입영어 출제경향에 따른 핵심이론 정리 최근 출제된 대학편입 영어시험 기출문제 수록 매문제별 상세한 분석과 해설 ,740.77
340380,9788954101615,금산 지역어 연구,전병철 著,국학자료원,2003[실은 20,http://image.aladin.co.kr/product/45/84/cover/8954101615_1.gif,금산 지역에서 실현되고 있는 다양한 일상적 어사에서 생산성 있는 규칙을 찾아봄으로써 그 성격을 파악해 본 책 이 지역 언어의 특징 및 그 변화에 대한 과정을 확인하는 것 뿐만 아니라 나아가 한 지역의 방언 변화 과정이 우리 언어 전체와의 관계에서 정립될 수 잇는 위치나 의의를 찾아보았다,718.79
346698,9788983865823,한자능력검정시험:파이널테스트 실전모의고사 : 8급,한국고시회부설 한자능력공인연구센터 편저,한국고시회,2002[실은 20,http://image.aladin.co.kr/product/28/87/cover/8983865822_1.gif,한자능력검정시험 기출문제 출제유형에서 한 치도 벗어나지 않게 모의 고사 문제를 구성하여 권말에 수록한 최근기출문제와 함께 동시 학습 할 수 있도록 함으로써 실전을 치르는 시험자에서도 당황하지 않고 충분한 실력을 발휘할수 있도록 꾸며졌다급 배정한자 총 자의 훈음을 모의 고사 시작전에 한 번 ,711.47077
360967,9788940683217,(완전합격을 위한) 원동기장치자전거 운전면허 시험문제:개정최신판,대한교통안전연구회 편,크라운출판사,2007[실은 20,http://image.aladin.co.kr/product/87/35/cover/8940683218_1.jpg,운전면허시험관리단에서 시행하는 원동기장치자전거 운전면허 시험 대비 수험서 이 책은 교통 법령 핵심을 요약정리하였으며 최신 출제예상 문제를 통해서 실전에 충분히 대비할 수 있도록 하였다 ,556.6077
374127,9788988095713,Photo shop murder,Kim Young-Ha;translated by Jason Rhodes,Jimoondang,"2003, c199",http://image.aladin.co.kr/product/43/64/cover/8988095715_1.gif,                                            ,813.6
377320,9784490106107,現代擬音語擬態語用法辭典,飛田良文;淺田秀子 [共]著,東京堂出版,平成14[2002],https://bookthumb-phinf.pstatic.net/cover/002/630/00263033.jpg?type=m1&udate=20140830,   ,734
379517,9788934916062,Opening the eye,Dharma messages by Ven. SongChol:translated by Brian Barry,Gimm-young Internationsl,"2004, c200",http://image.aladin.co.kr/product/50/46/cover/8934916060_1.gif,성철 스님의 년 수행 기간 동안 행해졌던 수행과 법문 여러 언론과의 인터뷰 등에서 발췌한 깨달음의 말씀들을 엮은 의 영문 번역판  년간의 번역 수차례의 철저한 감수를 걸쳐 출간된 이 책은 년 독일 프랑크푸르트 도서전을 필두로 해외에 소개될 예정이다,224.2
379569,9788988095751,The release,Oh Jung Hee:trnaslated by Bruce and Ju-Chan Fulton,Jimoondang,"2003, c197",https://bookthumb-phinf.pstatic.net/cover/012/684/01268474.jpg?type=m1&udate=20141122,                                                ,813.6
383231,9788957020388,생활건강=Life & health,중앙대학교 약학대학 교양교재 편찬위원회 저,신일상사,2005[실은 20,https://bookthumb-phinf.pstatic.net/cover/014/551/01455171.jpg?type=m1&udate=20140227,건강의 포괄적인 개념에서부터 인체의 구조와 함께 살아가면서 흔히 나타날 수 있는 주요 질병을 살펴보고 그 배경이 될 수 있는 여러 가지 잘못된 생활습관에 대한 기본적인 이해를 설명하고 있다따라서 지나치게 전문적이거나 학술적인 설명을 가급적 피하고 개인의 건강을 위해 상식적으로 알아두면 도움이 ,517.3
383238,9788957020418,건강기능식품 강의,곽재욱 編,신일상사,2005[실은 20,https://bookthumb-phinf.pstatic.net/cover/014/584/01458456.jpg?type=m1&udate=20100629,여 년 동안 기능식품영양요법메가비타민 등의 분야에서 강의해 오던 기능성식품 강의를 년 월 건강 기능식품법이 공포되어 그 범위가 확대됨에 따라 이를 보충 개편하여 건강기능식품 강의로 하였으며 앞으로 새로이 건강기능식품으로 분류될 가능성 있는 식품 몇 가지도 ,594.37
388754,9788955501315,프로그래밍 언어,Kenneth C. Louden [저];창병모 공역,사이텍미디어,2005[실은 20,http://image.aladin.co.kr/product/51/90/cover/8955501315_1.gif,실리콘밸리의 컴퓨터 과학교육의 최고 대학인    의 교수인   의 프로그래밍 언어 교재 프로그래밍에 관련하여 개별적인 언어보다는 모든 언어들에 공통적인 언어 패러다임과 개념을 강조하여 설명하였으며 프로그래밍 언어의 구현 문제나 이론적 기반과 같은 내용도 ,005.13
389790,9788941462903,(붙었다! 2005)워드프로세서 1급(2급 포함) 필기=Word processor,[박문각]IT기획실 저,박문각,2005[실은 20,http://image.aladin.co.kr/product/56/59/cover/8941462908_1.jpg,워드프로세서 급급 필기 시험 대비 수험서 총 회의 모의고사와 함께 핵심요약정리가 수록되었고 문제마다 해설이 수록되어 실전에서의 적응력과 응용력을 기를 수 있도록 하였다,325.57077
389798,9788941462927,(붙었다! 2005)컴퓨터 활용능력 2급(3급 포함) 필기=Computer efficiency test,[박문각]IT기획실 저,박문각,2005[실은 20,http://image.aladin.co.kr/product/52/50/cover/8941462924_1.jpg,년 컴퓨터활용능력 급급포함 필기시험 대비 학습서 과목별로 출제 가능성이 높은 부분만을 엄선하여 요약하고 기출문제의 포인트와 출제 의도를 반영한 모의고사 회를 수록하였다 별책으로 구성된 최신 기출문제 회를 통해 시험 직전까지 확실하게 마무리할 수 있도록 도와준다,004.077
389806,9788941462910,(붙었다! 2005)워드프로세서 2급(3급 포함) 필기=Word processor,[박문각]IT기획실 저,박문각,2005[실은 20,https://bookthumb-phinf.pstatic.net/cover/014/678/01467861.jpg?type=m1&udate=20150206,워드프로세서 급급 필기 시험 대비 수험서 총 회의 모의고사와 함께 핵심요약정리가 수록되었고 문제마다 해설이 수록되어 실전에서의 적응력과 응용력을 기를 수 있도록 하였다,325.57077
393603,9788942908295,용접기사&산업기사:문제&해설,김은석;박흥일 공편,일진사,2005[실은 20,http://image.aladin.co.kr/product/46/7/cover/8942907709_1.gif,용접기사산업기사 및 용접기능사의 국가기술자격증 취득을 위한 교재 내용의 이해도를 높이기 위해 많은 그림과 사진을 짜임새 있게 편집하였고 각 단원마다 예상문제와 충분한 해설을 수록하여 문제의 핵심을 쉽게 습득할 수 있도록 하였다,581.52077
